speaker,gloss,date
MOT,well why don't ya get the towel now and dry your dollie off ?,08-MAR-1965
MOT,before she gets cold .,08-MAR-1965
CHI,it stands up that way .,15-MAR-1965
MOT,what ?,15-MAR-1965
CHI,I didn't know that it stand up that way .,15-MAR-1965
CHI,xxx .,15-MAR-1965
MOT,wish I knew what this thing said .,15-MAR-1965
CHI,I think Jo_Anne playing .,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,xxx I going show it to Kent .,15-MAR-1965
MOT,show what to Kent ?,15-MAR-1965
CHI,take +...,15-MAR-1965
CHI,take it take it ?,15-MAR-1965
CHI,that Jo_Anne's plant .,15-MAR-1965
CHI,look it .,15-MAR-1965
MOT,well put it back before ya drop it .,15-MAR-1965
CHI,what's that a plant ?,15-MAR-1965
MOT,I don't know what plant .,15-MAR-1965
CHI,plant ?,15-MAR-1965
MOT,I don't know .,15-MAR-1965
MOT,Blanche must've threw it out .,15-MAR-1965
CHI,can I have a doughnut ?,15-MAR-1965
CHI,please .,15-MAR-1965
MOT,yeah but don't eat mine .,15-MAR-1965
MOT,wait a minute .,15-MAR-1965
MOT,a doughnut ?,15-MAR-1965
MOT,no ?,15-MAR-1965
CHI,please .,15-MAR-1965
MOT,what kind of doughnut ya want ?,15-MAR-1965
CHI,I want +...,15-MAR-1965
MOT,Father Sheehan gave me them for you .,15-MAR-1965
CHI,oh .,15-MAR-1965
MOT,that nice ?,15-MAR-1965
CHI,for me ?,15-MAR-1965
MOT,yeah .,15-MAR-1965
MOT,a present .,15-MAR-1965
CHI,oh .,15-MAR-1965
CHI,xxx .,15-MAR-1965
MOT,mhm .,15-MAR-1965
CHI,this for the xxx .,15-MAR-1965
MOT,chew it all up .,15-MAR-1965
MOT,stay out here now .,15-MAR-1965
CHI,xxx .,15-MAR-1965
MOT,come here !,15-MAR-1965
CHI,where'd you put it ?,15-MAR-1965
MOT,I want tell ya a secret .,15-MAR-1965
CHI,what ?,15-MAR-1965
MOT,oh I got a nice secret .,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,know who's coming here ?,15-MAR-1965
CHI,who ?,15-MAR-1965
MOT,next week ?,15-MAR-1965
CHI,who ?,15-MAR-1965
MOT,Robin .,15-MAR-1965
CHI,Robin .,15-MAR-1965
MOT,and she's going stay over night .,15-MAR-1965
MOT,she's going sleep in your in bed with you .,15-MAR-1965
MOT,for a whole week .,15-MAR-1965
CHI,and she's going stay here for breakfast ?,15-MAR-1965
MOT,yep .,15-MAR-1965
MOT,she's going to stay here for breakfast and dinner +...,15-MAR-1965
CHI,xxx .,15-MAR-1965
MOT,and lunch .,15-MAR-1965
CHI,that will be fun .,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,that will be fun .,15-MAR-1965
MOT,well stay out here honey .,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,will it be fun ?,15-MAR-1965
MOT,would ya like that ?,15-MAR-1965
MOT,would you like to have Robin come and stay and live with ya for a whole week ?,15-MAR-1965
CHI,with his sister .,15-MAR-1965
MOT,oh no .,15-MAR-1965
MOT,just Robin .,15-MAR-1965
MOT,that'll be enough .,15-MAR-1965
CHI,with +...,15-MAR-1965
CHI,let me get my Crazy_Foam .,15-MAR-1965
MOT,no .,15-MAR-1965
CHI,I going show it to Kent .,15-MAR-1965
MOT,alright .,15-MAR-1965
MOT,ya got it ?,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,just show it to Kent !,15-MAR-1965
KEN,what's that ?,15-MAR-1965
CHI,that's Crazy_Foam .,15-MAR-1965
MOT,I need my head examined .,15-MAR-1965
MOT,that's all ya know .,15-MAR-1965
MOT,-uh that's all ya know !,15-MAR-1965
CHI,I just want to xxx it little bit more .,15-MAR-1965
MOT,just one little bit .,15-MAR-1965
MOT,that's all .,15-MAR-1965
MOT,that's enough .,15-MAR-1965
MOT,put the Crazy_Foam away .,15-MAR-1965
MOT,come on .,15-MAR-1965
MOT,that's for the bath tub .,15-MAR-1965
CHI,got a little bit +...,15-MAR-1965
MOT,hm ?,15-MAR-1965
CHI,got a little bit first .,15-MAR-1965
MOT,now go wash it off honey .,15-MAR-1965
CHI,I going get up .,15-MAR-1965
MOT,she'll have that all over the bath+room .,15-MAR-1965
MOT,the other night all over the shower curtain all over the floor .,15-MAR-1965
MOT,oh .,15-MAR-1965
MOT,a mess .,15-MAR-1965
MOT,all over me .,15-MAR-1965
MOT,I ended up I think with more Crazy_Foam on me than she did .,15-MAR-1965
MOT,-uh what a mess .,15-MAR-1965
CHI,I didn't have Crazy_Foam .,15-MAR-1965
MOT,come on .,15-MAR-1965
MOT,get it off .,15-MAR-1965
CHI,I am .,15-MAR-1965
CHI,I trying put the sink off .,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,my toothache .,15-MAR-1965
MOT,ya going out and play today ?,15-MAR-1965
CHI,xxx .,15-MAR-1965
MOT,not going out and play ?,15-MAR-1965
MOT,why ?,15-MAR-1965
CHI,kids keep yelling at me .,15-MAR-1965
MOT,kids keep yelling at ya ?,15-MAR-1965
MOT,why're they yelling at ya ?,15-MAR-1965
CHI,because Dollie hit and they always scream at me .,15-MAR-1965
MOT,oh .,15-MAR-1965
CHI,Sandra .,15-MAR-1965
MOT,Sandra's always screaming at ya ?,15-MAR-1965
MOT,why ?,15-MAR-1965
CHI,because I went bang bang bang .,15-MAR-1965
MOT,you were bad and bad and bad ?,15-MAR-1965
CHI,I kicked it that .,15-MAR-1965
CHI,I can't it .,15-MAR-1965
MOT,well that's because you ate your potatoes yesterday .,15-MAR-1965
CHI,yyy .,15-MAR-1965
MOT,xxx out_of your way .,15-MAR-1965
MOT,potato salad all all after all those .,15-MAR-1965
CHI,I taste it .,15-MAR-1965
MOT,alright put it away now .,15-MAR-1965
CHI,yyy .,15-MAR-1965
CHI,so we can make a boat .,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,so we can make a boat .,15-MAR-1965
MOT,a boat ?,15-MAR-1965
MOT,get off of there .,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,oh .,15-MAR-1965
MOT,come on .,15-MAR-1965
MOT,slow down to ninety .,15-MAR-1965
CHI,where's my puzzle .,15-MAR-1965
MOT,I don't know .,15-MAR-1965
MOT,did you tell Kent you slept over Nana's the other night ?,15-MAR-1965
CHI,I slept over Nana's .,15-MAR-1965
CHI,I was a good girl .,15-MAR-1965
MOT,you are .,15-MAR-1965
MOT,and who slept with ya .,15-MAR-1965
CHI,Nana .,15-MAR-1965
MOT,-uh put that back .,15-MAR-1965
MOT,and who else ?,15-MAR-1965
CHI,Uncle_Tommy .,15-MAR-1965
MOT,what ?,15-MAR-1965
CHI,Uncle_Tommy +...,15-MAR-1965
MOT,no who slept in the bed with you ?,15-MAR-1965
CHI,Nana .,15-MAR-1965
MOT,and who else ?,15-MAR-1965
CHI,and Grampy .,15-MAR-1965
MOT,no sir .,15-MAR-1965
MOT,didn't Teppy ?,15-MAR-1965
CHI,yeah .,15-MAR-1965
MOT,yeah catch .,15-MAR-1965
CHI,Teppy Teppy Teppy Teppy Teppy .,15-MAR-1965
MOT,uhuh !,15-MAR-1965
MOT,what's the matter with you ?,15-MAR-1965
CHI,I don't know .,15-MAR-1965
MOT,I don't know either .,15-MAR-1965
MOT,what're ya don't now ?,15-MAR-1965
CHI,I going call up somebody .,15-MAR-1965
MOT,oh yay .,15-MAR-1965
MOT,who ya going call up ?,15-MAR-1965
CHI,little old Blanche .,15-MAR-1965
MOT,who ?,15-MAR-1965
CHI,little old Blanche .,15-MAR-1965
MOT,little old Blanche ?,15-MAR-1965
MOT,I'm sure Blanche would appreciate that .,15-MAR-1965
KEN,tell me about school this week .,15-MAR-1965
MOT,yeah tell Kent what ya did in school .,15-MAR-1965
CHI,xxx I go .,15-MAR-1965
MOT,she don't want to go to school .,15-MAR-1965
CHI,xxx .,15-MAR-1965
KEN,xxx .,15-MAR-1965
KEN,I get it every day .,15-MAR-1965
KEN,"+"" I don't feel like going today .",15-MAR-1965
KEN,tomorrow .,15-MAR-1965
KEN,what're ya going do ?,15-MAR-1965
KEN,here comes a firetruck .,15-MAR-1965
CHI,xxx .,15-MAR-1965
KEN,Sarah .,15-MAR-1965
MOT,come out here honey .,15-MAR-1965
MOT,come on .,15-MAR-1965
MOT,Sarah .,15-MAR-1965
MOT,Sarah what's the matter with you today .,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,I watch the cars go by .,15-MAR-1965
MOT,oh .,15-MAR-1965
MOT,well stay sit out here and watch the cars go by .,15-MAR-1965
KEN,Sarah .,15-MAR-1965
MOT,Sarah come here honey .,15-MAR-1965
MOT,come on .,15-MAR-1965
CHI,I watch the fire couple fire+engines go by .,15-MAR-1965
MOT,yeah well come out here .,15-MAR-1965
MOT,ya want a drink of milk ?,15-MAR-1965
MOT,well come out here .,15-MAR-1965
CHI,I don't want it .,15-MAR-1965
MOT,well come out here anyway .,15-MAR-1965
MOT,I got another secret .,15-MAR-1965
CHI,what ?,15-MAR-1965
MOT,better make one up .,15-MAR-1965
CHI,what ?,15-MAR-1965
MOT,when Robin comes here to stay huh .,15-MAR-1965
MOT,she going sleep in your bed ?,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,you going take Robin to school with you ?,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,and what ?,15-MAR-1965
MOT,Uncle Dickie was down the other night .,15-MAR-1965
MOT,and Aunt Elaine .,15-MAR-1965
MOT,and I told em that they're coming down in two weeks and I'm going .,15-MAR-1965
MOT,they're going to bring Robin down with all her clothes and she's going to stay .,15-MAR-1965
MOT,she's going to sleep in your bed .,15-MAR-1965
MOT,for a whole week .,15-MAR-1965
MOT,isn't that fun ?,15-MAR-1965
MOT,huh ?,15-MAR-1965
MOT,and then some week you're going to their house .,15-MAR-1965
CHI,alright .,15-MAR-1965
MOT,would you like to stay up with Robin and Richard and Tommy ?,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,tell me that big word again .,15-MAR-1965
MOT,huh ?,15-MAR-1965
CHI,tell me that big word again .,15-MAR-1965
MOT,I said Robin and Richard Robin Robin's going +...,15-MAR-1965
MOT,Robin and Richard and Tommy are going to come down in two weeks .,15-MAR-1965
MOT,and Aunt Elaine's going to bring all Robin's clothes and toys and she's going to stay here at our house .,15-MAR-1965
MOT,she's going to sleep here for a whole week .,15-MAR-1965
CHI,Richard Richard Richard going be here .,15-MAR-1965
MOT,oh Richard's going to go home .,15-MAR-1965
MOT,Richard and Tommy .,15-MAR-1965
MOT,but she's going to leave Robin here to play with you .,15-MAR-1965
CHI,and he will cry ?,15-MAR-1965
MOT,who ?,15-MAR-1965
CHI,Tommy .,15-MAR-1965
MOT,oh Tommy's only little .,15-MAR-1965
MOT,Tommy won't cry .,15-MAR-1965
CHI,where's the big Tommy ?,15-MAR-1965
MOT,the big Tommy ?,15-MAR-1965
MOT,the big Tommy is oh he's way way far off in France .,15-MAR-1965
MOT,and you won't see him until next year .,15-MAR-1965
CHI,where's Jo_Anne ?,15-MAR-1965
MOT,where's Jo_Anne ?,15-MAR-1965
MOT,school .,15-MAR-1965
CHI,where's Paul ?,15-MAR-1965
MOT,gone to work .,15-MAR-1965
CHI,where's -um -um Blanche ?,15-MAR-1965
MOT,asleep .,15-MAR-1965
CHI,oh everybody asleep but me .,15-MAR-1965
MOT,yeah .,15-MAR-1965
MOT,everybody sleeps but you .,15-MAR-1965
MOT,here's the dog .,15-MAR-1965
CHI,I want to get the dog .,15-MAR-1965
MOT,no .,15-MAR-1965
MOT,I'll go down and get him Sarah because he won't come in for you .,15-MAR-1965
CHI,Mommy I want to +...,15-MAR-1965
MOT,you little kid +...,15-MAR-1965
CHI,xxx .,15-MAR-1965
MOT,oh he's been in the stickerbirds .,15-MAR-1965
CHI,oh +...,15-MAR-1965
MOT,stickerbirds all over .,15-MAR-1965
CHI,where is you get the knife and the scissors .,15-MAR-1965
MOT,no I'll do it later .,15-MAR-1965
MOT,come on put it back .,15-MAR-1965
CHI,no .,15-MAR-1965
MOT,oh Sarah .,15-MAR-1965
CHI,do it now .,15-MAR-1965
CHI,why ?,15-MAR-1965
MOT,don't you do it !,15-MAR-1965
MOT,cut his leg off .,15-MAR-1965
MOT,give me the leg .,15-MAR-1965
CHI,alright alright little fatty face .,15-MAR-1965
CHI,I call her a fatty face .,15-MAR-1965
MOT,oh .,15-MAR-1965
CHI,a way we go .,15-MAR-1965
MOT,alright .,15-MAR-1965
MOT,take it easy .,15-MAR-1965
MOT,take it easy .,15-MAR-1965
CHI,yeah .,15-MAR-1965
MOT,come on .,15-MAR-1965
MOT,sit here .,15-MAR-1965
MOT,stay in the room here .,15-MAR-1965
CHI,no .,15-MAR-1965
MOT,come on .,15-MAR-1965
MOT,will you leave that alone .,15-MAR-1965
MOT,xxx .,15-MAR-1965
MOT,Sarah what am I going to do with you ?,15-MAR-1965
MOT,there .,15-MAR-1965
CHI,I won't .,15-MAR-1965
MOT,yes you will .,15-MAR-1965
CHI,you push me over .,15-MAR-1965
MOT,I'll push you over .,15-MAR-1965
MOT,I thought you were only going to have one .,15-MAR-1965
MOT,ate the whole thing .,15-MAR-1965
CHI,I get that one .,15-MAR-1965
MOT,what ?,15-MAR-1965
CHI,I have this one .,15-MAR-1965
CHI,I get a call goodbye .,15-MAR-1965
MOT,come on come on I'm not going to chase you .,15-MAR-1965
CHI,huh ?,15-MAR-1965
MOT,I'm not going to chase you .,15-MAR-1965
CHI,I want to +...,15-MAR-1965
MOT,alright .,15-MAR-1965
MOT,you won't get any more pennies for your bank .,15-MAR-1965
KEN,why don't you come and talk to the tape recorder ?,15-MAR-1965
MOT,it gets very lonely .,15-MAR-1965
CHI,-um +...,15-MAR-1965
KEN,tell him a story .,15-MAR-1965
CHI,alright .,15-MAR-1965
MOT,why don't you sing that song you .,15-MAR-1965
MOT,the farmer +...,15-MAR-1965
CHI,when I was over Nana's ?,15-MAR-1965
MOT,yeah .,15-MAR-1965
MOT,the song you sang over Nana's .,15-MAR-1965
MOT,well take that out well hurry up and chew that through .,15-MAR-1965
KEN,you thinking of a good story to tell the tape recorder ?,15-MAR-1965
CHI,pull my sleeve up .,15-MAR-1965
CHI,pull my sleeve up .,15-MAR-1965
MOT,mhm .,15-MAR-1965
MOT,alright ?,15-MAR-1965
CHI,where's the button ?,15-MAR-1965
MOT,oh this one don't have a button .,15-MAR-1965
CHI,push it down like that ?,15-MAR-1965
MOT,go ahead .,15-MAR-1965
MOT,tell me a story .,15-MAR-1965
KEN,he's listening .,15-MAR-1965
KEN,go ahead .,15-MAR-1965
CHI,-um -um -um .,15-MAR-1965
CHI,farm +...,15-MAR-1965
MOT,mhm .,15-MAR-1965
MOT,go ahead .,15-MAR-1965
CHI,farmer in the dell .,15-MAR-1965
CHI,the farmer -uh well the -uh +...,15-MAR-1965
MOT,go ahead .,15-MAR-1965
CHI,the wife takes the child .,15-MAR-1965
CHI,the rat takes the -uh dog .,15-MAR-1965
MOT,the rat takes the dog ?,15-MAR-1965
MOT,well sing it .,15-MAR-1965
CHI,hi_ho_the_derryoo the farmer takes the dog,15-MAR-1965
CHI,-um -um .,15-MAR-1965
CHI,he listen today ?,15-MAR-1965
MOT,hm ?,15-MAR-1965
CHI,does that one get a button ?,15-MAR-1965
MOT,yeah but that one's not hooked in .,15-MAR-1965
CHI,how_come ?,15-MAR-1965
CHI,-um how it +...,15-MAR-1965
MOT,it's listening .,15-MAR-1965
MOT,it asked me specially just as we were coming over her to see if Sarah would tell would tell a story .,15-MAR-1965
CHI,-um I want to sing Pop_Goes_the_Weasel .,15-MAR-1965
CHI,popo goes the weasel .,15-MAR-1965
CHI,monkey monkey chased the weasel .,15-MAR-1965
CHI,popo goes the weasel .,15-MAR-1965
CHI,boingo goes the weasel .,15-MAR-1965
MOT,oh that's really a good song .,15-MAR-1965
CHI,that's really a good song .,15-MAR-1965
KEN,he said thank_you very much .,15-MAR-1965
KEN,that was very nice .,15-MAR-1965
KEN,he asked if you could tell a story too ?,15-MAR-1965
KEN,he liked your song very much .,15-MAR-1965
CHI,-uh not in there .,15-MAR-1965
KEN,oh no .,15-MAR-1965
KEN,that's his ear .,15-MAR-1965
KEN,you don't talk through your ear do you ?,15-MAR-1965
MOT,let's see ya get out_of this one .,15-MAR-1965
MOT,take it easy .,15-MAR-1965
MOT,don't break it .,15-MAR-1965
MOT,hey what'd you do last night to Grampy's radio ?,15-MAR-1965
CHI,I didn't did nothing .,15-MAR-1965
MOT,did you drop it and break it ?,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,yes you did .,15-MAR-1965
CHI,I didn't did caught it will you get out_of there ?,15-MAR-1965
CHI,-um Mommy that ball me again ?,15-MAR-1965
MOT,no .,15-MAR-1965
MOT,I'll be nice .,15-MAR-1965
MOT,yeah the kids will be home from school in a little while .,15-MAR-1965
CHI,-uh he's tickle me .,15-MAR-1965
MOT,oh .,15-MAR-1965
KEN,do you think do you think he's ready to go to school ?,15-MAR-1965
CHI,-uh those don't go to school .,15-MAR-1965
MOT,why not ?,15-MAR-1965
CHI,xxx because children,15-MAR-1965
+s,go .,15-MAR-1965
CHI,know what Mommy ?,15-MAR-1965
MOT,what ?,15-MAR-1965
CHI,xxx that Mary +...,15-MAR-1965
MOT,hm ?,15-MAR-1965
CHI,went to school .,15-MAR-1965
MOT,a little girl named Mary at school .,15-MAR-1965
CHI,-uh the farmer kicked the yyy,15-MAR-1965
CHI,the farmer takes the xxx .,15-MAR-1965
CHI,now I write .,15-MAR-1965
CHI,I can't see him in here .,15-MAR-1965
CHI,what's this on it ?,15-MAR-1965
CHI,-uh maybe he's in it .,15-MAR-1965
CHI,I can't see him in there .,15-MAR-1965
KEN,no he lives in here .,15-MAR-1965
MOT,bet you wouldn't notice that again .,15-MAR-1965
KEN,oh let's put it back on the table .,15-MAR-1965
KEN,put it back on the table .,15-MAR-1965
KEN,table .,15-MAR-1965
CHI,I think will fall off .,15-MAR-1965
MOT,yeah and he'll kick you .,15-MAR-1965
CHI,go go like that .,15-MAR-1965
MOT,Gloria'd murder you .,15-MAR-1965
CHI,uhuh .,15-MAR-1965
MOT,yes she would .,15-MAR-1965
MOT,and she'd murder Kent too .,15-MAR-1965
KEN,hmhm .,15-MAR-1965
CHI,I'm the fastest one .,15-MAR-1965
MOT,you're the fastest little what ?,15-MAR-1965
CHI,girl .,15-MAR-1965
MOT,hey Sarah did you know that Jo_Anne ate one of those dog pretzels ?,15-MAR-1965
CHI,where are they ?,15-MAR-1965
MOT,the girl downstairs ate one .,15-MAR-1965
CHI,huh ?,15-MAR-1965
MOT,the xxx said dog pretzels .,15-MAR-1965
MOT,and they have the ad on television all the time .,15-MAR-1965
MOT,xxx didn't taste very good so she only had one .,15-MAR-1965
CHI,I wonder who tip a dish over .,15-MAR-1965
MOT,I don't know .,15-MAR-1965
CHI,did you tip the dish over ?,15-MAR-1965
CHI,huh ?,15-MAR-1965
CHI,look it .,15-MAR-1965
CHI,don't know that dish over again .,15-MAR-1965
CHI,ya hear me ?,15-MAR-1965
CHI,huh huh huh ?,15-MAR-1965
CHI,ya hear me ?,15-MAR-1965
MOT,what do ya mean do ya hear me ?,15-MAR-1965
MOT,hm .,15-MAR-1965
CHI,you hear me ?,15-MAR-1965
CHI,huh huh ?,15-MAR-1965
MOT,hey you know what ?,15-MAR-1965
MOT,Daddy's coming home early today .,15-MAR-1965
CHI,uhoh !,15-MAR-1965
CHI,Mommy .,15-MAR-1965
MOT,what ?,15-MAR-1965
CHI,I get too tired .,15-MAR-1965
MOT,you're too tired .,15-MAR-1965
MOT,oh you won't be able to go out and play with the kids .,15-MAR-1965
MOT,you'll have_to go in and go to bed .,15-MAR-1965
CHI,a little tired .,15-MAR-1965
MOT,just a little tired ?,15-MAR-1965
MOT,the kids will be home in a few minutes .,15-MAR-1965
MOT,won't that be fun .,15-MAR-1965
MOT,you'll go out and play all day and get tired and go to bed .,15-MAR-1965
MOT,it's good now .,15-MAR-1965
MOT,uhuh .,15-MAR-1965
CHI,I going see it's nine o'clock .,15-MAR-1965
MOT,it's not nine o'clock .,15-MAR-1965
MOT,it's eleven thirty .,15-MAR-1965
MOT,get down .,15-MAR-1965
CHI,let me see .,15-MAR-1965
MOT,ya can't see it from there .,15-MAR-1965
MOT,ya have_to stand over here .,15-MAR-1965
CHI,oh .,15-MAR-1965
MOT,stand over by Kent .,15-MAR-1965
MOT,now look up .,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,watch where you're walking .,15-MAR-1965
CHI,I am .,15-MAR-1965
MOT,what're ya going to get now ?,15-MAR-1965
CHI,my balloon .,15-MAR-1965
MOT,oh .,15-MAR-1965
CHI,bl ul it bl ul over me .,15-MAR-1965
MOT,watch out now .,15-MAR-1965
CHI,0 .,15-MAR-1965
MOT,-uh Chantilly's going to break it .,15-MAR-1965
MOT,wow .,15-MAR-1965
MOT,put it up there near the toaster .,15-MAR-1965
CHI,here Chantilly +...,15-MAR-1965
CHI,my crazy old +...,15-MAR-1965
MOT,see she don't like balloons .,15-MAR-1965
CHI,no no +...,15-MAR-1965
MOT,hey .,15-MAR-1965
MOT,cut it out .,15-MAR-1965
CHI,no .,15-MAR-1965
CHI,no .,15-MAR-1965
MOT,xxx En,15-MAR-1965
MOT,oh .,22-MAR-1965
CHI,yuck !,22-MAR-1965
MOT,that's awful .,22-MAR-1965
CHI,yeah .,22-MAR-1965
MOT,terrible .,22-MAR-1965
CHI,terrible .,22-MAR-1965
MOT,really awful .,22-MAR-1965
CHI,awful .,22-MAR-1965
MOT,where'd ya go yesterday ?,22-MAR-1965
CHI,to the five and ten .,22-MAR-1965
MOT,no .,22-MAR-1965
MOT,where'd ya go ?,22-MAR-1965
MOT,you go over to Nana's .,22-MAR-1965
CHI,0 .,22-MAR-1965
MOT,where ya going today ?,22-MAR-1965
CHI,I going to the square square .,22-MAR-1965
MOT,and then then where ya going to go ?,22-MAR-1965
MOT,you're going have company tonight .,22-MAR-1965
CHI,-um yeah .,22-MAR-1965
MOT,yeah .,22-MAR-1965
CHI,and I have cookies .,22-MAR-1965
MOT,who's coming ?,22-MAR-1965
CHI,huh ?,22-MAR-1965
MOT,who's coming tonight ?,22-MAR-1965
MOT,you know ?,22-MAR-1965
CHI,I don't know .,22-MAR-1965
MOT,hm ?,22-MAR-1965
CHI,I think Skipper is coming .,22-MAR-1965
MOT,no .,22-MAR-1965
MOT,Uncle George and Aunt_Dottie and Arthur .,22-MAR-1965
CHI,my cousin ?,22-MAR-1965
MOT,mhm .,22-MAR-1965
MOT,yep .,22-MAR-1965
CHI,that little Georgie ?,22-MAR-1965
MOT,no not little Georgie .,22-MAR-1965
CHI,what ?,22-MAR-1965
MOT,Arthur's daddy and mummie .,22-MAR-1965
CHI,I smell the dog too .,22-MAR-1965
MOT,hm ?,22-MAR-1965
CHI,I smell the dog too .,22-MAR-1965
MOT,you do ?,22-MAR-1965
CHI,what's his dog ?,22-MAR-1965
MOT,I don't think he'll bring his dog today .,22-MAR-1965
MOT,do you ?,22-MAR-1965
CHI,I didn't see him .,22-MAR-1965
MOT,what's the dog's name ?,22-MAR-1965
CHI,Sparky ?,22-MAR-1965
MOT,no Sparky's downstairs .,22-MAR-1965
MOT,what's Arthur's dog's name ?,22-MAR-1965
CHI,-uh let me get my Alphabits and have a dog .,22-MAR-1965
MOT,what's his name ?,22-MAR-1965
MOT,Ted no not Ted either .,22-MAR-1965
MOT,oh tell Kent tell Kent what happened to Inky ?,22-MAR-1965
CHI,he get died .,22-MAR-1965
MOT,he died .,22-MAR-1965
MOT,poor Inky gone to heaven .,22-MAR-1965
CHI,hey you come out_of there .,22-MAR-1965
CHI,any more ?,22-MAR-1965
MOT,no .,22-MAR-1965
MOT,I wish I could get you another box .,22-MAR-1965
MOT,did you ever see these around ?,22-MAR-1965
MOT,my mother got these in town I want to buy her another one .,22-MAR-1965
MOT,I can't find anywhere .,22-MAR-1965
KEN,I'll look around see if I +...,22-MAR-1965
MOT,if ya ever run into one alphabet and numbers .,22-MAR-1965
MOT,she's lost a couple of them you know .,22-MAR-1965
CHI,if you wound em +...,22-MAR-1965
MOT,she got them from Filene's .,22-MAR-1965
MOT,and I ran looked all over the place couldn't find nothing .,22-MAR-1965
MOT,turn around ?,22-MAR-1965
CHI,hm ?,22-MAR-1965
MOT,what ?,22-MAR-1965
CHI,I talking to Kent .,22-MAR-1965
MOT,oh .,22-MAR-1965
MOT,I'm sorry .,22-MAR-1965
CHI,-um yyy I -uh yyy boat boat ?,22-MAR-1965
KEN,what ?,22-MAR-1965
CHI,a slow boat .,22-MAR-1965
